@@object,@@object_lifecycle_length,@@object_general_interaction_graph,@@ocel_lif_activity_A_Validating,@@ocel_lif_activity_A_Incomplete,@@ocel_lif_activity_W_Call incomplete files,@@ocel_lif_activity_A_Accepted,@@ocel_lif_activity_A_Concept,@@ocel_lif_activity_W_Validate application,@@ocel_lif_activity_W_Shortened completion ,@@ocel_lif_activity_O_Created,@@ocel_lif_activity_O_Returned,@@ocel_lif_activity_O_Sent (online only),@@ocel_lif_activity_A_Cancelled,@@ocel_lif_activity_W_Assess potential fraud,@@ocel_lif_activity_A_Pending,@@ocel_lif_activity_W_Call after offers,@@ocel_lif_activity_O_Create Offer,@@ocel_lif_activity_W_Personal Loan collection,@@ocel_lif_activity_W_Handle leads,@@ocel_lif_activity_A_Submitted,@@ocel_lif_activity_O_Refused,@@ocel_lif_activity_O_Sent (mail and online),@@ocel_lif_activity_A_Denied,@@ocel_lif_activity_A_Create Application,@@ocel_lif_activity_A_Complete,@@ocel_lif_activity_O_Cancelled,@@ocel_lif_activity_O_Accepted,@@ocel_lif_activity_W_Complete application,@@object_lifecycle_unq_act,cluster
 Application_479936724 Offer_526349266,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_362563401 Offer_1569708875,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1468116050 Offer_1293239228,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1888483289 Offer_147894010 Application_1429274928,28,4,2,1,1,1,1,2,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,4
 Application_1073922044 Offer_1375388274 Offer_18973466,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Application_564047063 Offer_597902430,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_812042079 Offer_1168267520,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_213856881 Application_487806572,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_414158742 Application_432465785 Offer_595957700,31,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,23,1
 Offer_254203195 Application_586697363 Offer_945273629,30,4,2,2,2,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_1786471231 Offer_1139511685,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Application_631344453 Offer_1574264200,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_281892095 Offer_2062476729,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_204656604 Offer_1940196188,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1866094300 Offer_925127524,34,2,5,4,4,1,1,5,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_885079072 Offer_97464055,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1465735314 Application_528665134,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,0,14,3
 Application_1219848751 Offer_1177042228,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1280874147 Offer_467455824 Offer_1488045032 Application_1172458935 Offer_1454382912,33,8,0,0,0,1,1,0,0,8,0,0,1,0,0,2,4,0,0,1,0,4,0,1,1,8,0,1,24,1
 Application_554884750 Offer_1641716025,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_340344129 Application_1943397024 Offer_2113876877,33,4,3,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,1
 Offer_1673788509 Application_866277985,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_924275606 Offer_1959369486 Offer_13626125,36,4,3,3,3,1,1,3,0,4,2,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,26,1
 Application_2064069728 Offer_996638225,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,0
 Offer_1975049643 Application_948410077,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_271562196 Offer_1180763660 Offer_467794766,24,4,1,0,0,1,1,1,0,4,1,1,0,0,0,2,2,0,0,1,4,1,1,1,1,0,0,1,21,4
 Application_1972643738 Offer_83310959,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_348263784 Application_854516653,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_924545047 Offer_1240234592 Application_1143118993 Offer_75645795,44,6,4,3,3,1,1,4,0,6,2,0,0,0,1,2,3,0,1,1,0,3,0,1,1,4,2,1,29,2
 Application_1877678550 Offer_1402586978,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1549616093 Offer_1490159879 Application_1650591203,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_210319834 Application_1212477492,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_415578600 Application_321480629 Offer_1354790343,20,4,0,0,0,1,1,0,0,4,0,1,1,0,0,2,2,0,0,0,0,1,0,1,1,4,0,1,17,0
 Application_645888609 Offer_761412748,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_1297166689 Application_1502439614,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_152228675 Offer_412947119 Offer_863666894 Offer_1284439143 Application_1836154669,39,8,2,1,1,1,1,2,0,8,1,0,0,0,1,2,4,0,0,0,0,4,0,1,1,6,2,1,29,1
 Offer_1205622231 Application_1182648799,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_2060554097 Offer_1907923556,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_608676453 Application_215579251,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_1009927186 Offer_1834615138,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_791083741 Application_141215297,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1710992907 Offer_797839526,21,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Application_1210575946 Offer_164017175,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_608661318 Offer_2009137631 Application_1779111036,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_866425709 Offer_1632316455,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_104097777 Application_1216133547,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1440824412 Offer_511147487,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_35028253 Offer_1322523107,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1805913575 Application_289233300 Offer_1807671491,32,4,3,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,24,1
 Offer_93102587 Application_398681491,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1637154472 Offer_580087937,24,2,2,1,1,1,1,3,0,2,1,0,0,1,0,2,1,0,0,1,2,1,1,1,1,0,0,1,21,0
 Application_590266049 Offer_669526479,20,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1115833174 Application_363195083,23,2,2,2,2,1,1,2,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,5
 Application_1785173719 Offer_1116794825,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_1274410228 Offer_2117939834,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1140112869 Offer_32578819,19,2,1,1,1,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_222564508 Application_1524290922,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Application_1544778500 Offer_609264079,30,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_716566815 Application_801240179,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_857161852 Offer_488205902,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1927658841 Application_96150895,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1691599853 Application_2033194035,28,2,3,3,3,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1723546890 Application_425748200,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1336873117 Offer_1753511619,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_1916368109 Offer_40629339,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_2008137290 Application_138805113,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_308978945 Application_648822663,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_943615657 Offer_662238716 Application_274091793,24,4,1,0,0,1,1,1,0,4,2,1,0,0,0,2,2,0,0,0,4,1,1,1,1,0,0,1,21,4
 Offer_397961634 Application_969251327,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Offer_1638725549 Application_29597002 Offer_1647999147,27,4,2,1,1,1,1,2,0,4,1,0,0,0,0,2,2,0,0,0,4,2,1,1,1,0,0,1,22,4
 Offer_972764124 Application_1657172157,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_191174727 Application_615891328 Offer_2124937730,19,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,1,0,1,1,4,0,1,16,0
 Offer_1175679473 Application_1407915517,16,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,2,0,1,16,3
 Application_582069891 Offer_43194265,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1690609552 Application_292857430,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_66154807 Offer_1148530973 Offer_1923683662,34,4,3,3,3,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Offer_886170950 Offer_1518146688 Application_1723552040 Offer_1834342776,28,6,1,0,0,1,1,1,0,6,1,0,0,0,1,2,3,0,0,0,0,2,0,1,1,4,2,1,23,1
 Offer_647698133 Application_1043941387,29,2,4,3,3,1,1,4,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_824405273 Application_429025921,23,2,2,1,1,1,1,4,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Application_1609741852 Offer_1139893811 Offer_566251830,27,4,1,1,1,1,1,1,0,4,1,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,24,4
 Offer_1871774998 Offer_961199133 Application_640507942,25,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,1,1,0,2,0,1,1,2,2,1,23,4
 Application_1430071074 Offer_672609500 Offer_727942229,33,4,3,2,2,1,1,3,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,1
 Offer_206781121 Offer_1428619699 Application_2076770285,26,4,1,1,1,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Application_642741462 Offer_696683826,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_1487459545 Offer_507010035,21,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Offer_1967295280 Offer_757381876 Application_1725225067,23,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,0,0,2,0,1,1,2,2,1,21,4
 Application_573250707 Offer_1302433791 Offer_433197721 Offer_1658842286,28,6,1,0,0,1,1,1,0,6,1,0,0,0,1,2,3,0,0,0,0,2,0,1,1,4,2,1,23,1
 Offer_677121257 Application_2125282331,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_2098538916 Application_354580507,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1792401614 Application_317156013,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_1205880918 Application_567712923,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_725850505 Offer_1767404117 Application_377787788,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_1521616176 Offer_109084309,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_942105344 Application_1557850402,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1182380011 Application_577093104,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Application_58950988 Offer_1306116692,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1708298483 Offer_1771506579,19,2,1,1,1,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,19,0
 Application_1800318205 Offer_1777984524,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_437336415 Offer_508401107,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_626860017 Offer_903319328,23,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,19,5
 Offer_1109317287 Application_1455807301,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_362384787 Application_992166900,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1811862981 Application_562625185,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1100130548 Application_82773744,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,0,17,0
 Application_1765557958 Offer_989642940,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1163839482 Application_942333125,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_1273119038 Application_1946189139,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1485326073 Offer_924501482,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1870457968 Offer_1271591012,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1655213957 Offer_1406241587,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_352859464 Application_1565149025,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_341953292 Application_18869602,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_60839544 Offer_231100933,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_343058728 Offer_556257817,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1718048246 Offer_234163336 Offer_2041383701,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_1654170598 Offer_2036151054,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Application_1783592885 Offer_1859957475,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1261702755 Application_2108005341,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_427117794 Offer_672832804 Offer_1261318800,29,4,2,1,1,1,1,2,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,1,25,4
 Application_997087296 Offer_729927072,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_110502786 Offer_1297494791,17,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,1,17,0
 Application_2144848347 Offer_587446939,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Offer_479497181 Application_1063717116,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Application_705596229 Offer_66517420,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_264638691 Application_1370505774,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_1565762335 Application_1788738350,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1567507097 Application_1061140974,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Application_15586698 Offer_159199737,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_131475958 Offer_1494980505,19,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,19,0
 Offer_616786236 Application_1003239424,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_1118324313 Offer_137230394,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Offer_685375048 Application_1475961626,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_1593129209 Offer_871226223,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_1154247982 Offer_1891588802 Offer_367433826,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Offer_309248915 Application_374855269,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_977532214 Offer_1611109065,17,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,17,0
 Application_1099835060 Offer_1800590304,25,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,5
 Offer_256369927 Application_1421127759,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_424453889 Offer_536674478,23,2,2,2,2,1,1,2,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,19,5
 Application_1741441260 Offer_1354894473,23,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,21,0
 Offer_1539153086 Application_2057395293,21,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,1,19,0
 Application_2060516101 Offer_1704335422,24,2,2,2,2,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Application_2051137276 Offer_586133986 Offer_2088961036,21,4,0,0,0,1,1,0,0,4,0,0,1,0,0,2,2,0,0,1,0,2,0,1,1,4,0,1,18,0
 Application_337765670 Offer_825375811,14,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,1,14,3
 Offer_934170277 Application_1553284120 Offer_1241691919,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_1429817992 Application_833235744 Offer_2035135348,27,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,0,23,4
 Offer_190181949 Application_557515885,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_305964583 Offer_1031493955,18,2,1,0,0,1,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,1,18,0
 Offer_1660738158 Application_864397857,19,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,2,1,19,0
 Offer_1623792116 Offer_801653372 Application_74824151,28,4,2,1,1,1,1,2,0,4,2,1,0,0,1,2,2,0,0,0,0,1,0,1,1,2,2,1,24,4
 Application_1803180054 Offer_1355800826,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_903028429 Offer_720596439,23,2,2,1,1,1,1,2,0,2,1,0,0,0,0,2,1,0,1,1,2,1,1,1,1,0,0,1,21,0
 Application_1226442234 Offer_1718757170 Offer_1251168429,32,4,3,2,2,1,1,3,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,1
 Application_555165047 Offer_1714458468,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Application_375764386 Offer_902229573,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_362822167 Offer_663276546 Offer_844292023,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_2039201296 Offer_790170140,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Offer_1424852038 Offer_1648512418 Application_2041093105,28,4,2,1,1,1,1,2,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,24,4
 Offer_361964674 Application_1092722834,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_877849791 Offer_17176886 Offer_1289904688,25,4,1,0,0,1,1,1,0,4,1,0,1,0,0,2,2,0,1,1,0,2,0,1,1,4,0,1,22,4
 Offer_2078336260 Application_1593705186,22,2,2,1,1,1,1,2,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,0
 Offer_371038982 Application_1418029821,18,2,1,0,0,1,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,18,0
 Application_746910209 Offer_803210218,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_1443689453 Application_204675397 Offer_801746594,34,4,3,3,3,1,1,3,0,4,2,1,0,0,1,2,2,0,0,1,0,1,0,1,1,2,2,0,24,1
 Offer_1888443618 Application_1371447312,15,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,15,3
 Offer_788097524 Application_549994705 Offer_1710427535 Offer_1971789586,33,6,1,1,1,1,1,1,0,6,2,0,0,0,1,2,3,0,0,1,0,3,0,1,1,4,2,1,28,1
 Application_909623507 Offer_1137673685 Offer_1538344053,24,4,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,22,4
 Application_1801326085 Offer_2006717658,26,2,3,2,2,1,1,3,0,2,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,0,2,1,20,5
 Offer_1511541016 Application_1047649064 Offer_921297751,35,4,3,3,3,1,1,3,0,4,2,0,0,0,1,2,2,0,0,1,0,2,0,1,1,2,2,1,25,1
